	H1-1L	H1-1S	H1-1SP	H1-3	H1-3P	H1-6	H1-6P	H2-3	H2-3P	H2-5	H2-5P	H2-8	K1-3	K1-3P	K2-2	N1-2
M02144:85:000000000-B48VY:1:1102:8466:13292;size=1;	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1102:8507:13788;size=1;	0	0	0	1	0	0	0	1507	1099	0	0	0	125	1	0	1
M02144:85:000000000-B48VY:1:1102:8599:12847;size=1;	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1102:9192:11043;size=1;	0	0	0	0	0	1	0	0	0	12	118	112	0	1	3	0
M02144:85:000000000-B48VY:1:1102:9721:8879;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0
M02144:85:000000000-B48VY:1:1102:9762:19098;size=1;	6	1	3	188	68	9	7	5	5	36497	116	9612	5	6	4	5
M02144:85:000000000-B48VY:1:1102:9921:18678;size=1;	12	1	5	6	8	5	3	21245	22514	4	4	11	85	27	5	2
M02144:85:000000000-B48VY:1:1103:10308:10471;size=1;	0	0	0	0	0	0	0	1	3	0	0	0	27	29	0	0
M02144:85:000000000-B48VY:1:1103:10410:2948;size=1;	0	23	0	0	0	0	0	1	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:10511:20966;size=1;	0	0	0	30	15	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:10528:19913;size=1;	14	12	21	3	0	14	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:10700:14532;size=1;	0	0	0	109	52	1	0	0	0	0	0	0	1	0	0	2
M02144:85:000000000-B48VY:1:1103:11092:17986;size=1;	0	0	0	0	0	1	0	259	255	0	0	0	0	1	0	0
M02144:85:000000000-B48VY:1:1103:11248:24850;size=1;	0	0	0	37	11	0	0	0	0	0	3	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:11625:8326;size=1;	0	0	0	0	0	0	0	0	0	96	1	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:11643:7491;size=1;	0	0	0	1	0	0	0	0	0	0	0	0	7	74	0	0
M02144:85:000000000-B48VY:1:1103:11735:10340;size=1;	0	0	0	43	43	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:11962:9205;size=1;	0	0	0	12	26	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:12045:18740;size=1;	0	0	0	0	0	0	0	46	24	0	0	0	77	0	0	0
M02144:85:000000000-B48VY:1:1103:12308:11721;size=1;	300	355	265	0	0	1	1	0	0	0	0	1	0	1	1	0
M02144:85:000000000-B48VY:1:1103:12330:7654;size=1;	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:12923:12024;size=1;	0	0	0	0	0	0	0	34	38	0	0	0	1	0	0	0
M02144:85:000000000-B48VY:1:1103:13212:4684;size=2;	0	0	0	0	0	0	0	5	1	0	0	0	138	66	0	1
M02144:85:000000000-B48VY:1:1103:13537:19060;size=1;	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:13731:2488;size=1;	0	0	0	2	1	0	0	1	0	0	0	2	0	0	0	0
M02144:85:000000000-B48VY:1:1103:14461:22617;size=1;	0	0	0	0	0	69	17	5	5	0	0	3	0	0	0	0
M02144:85:000000000-B48VY:1:1103:15529:14367;size=1;	0	0	0	0	0	0	0	87	44	0	0	0	1	0	0	0
M02144:85:000000000-B48VY:1:1103:15570:12853;size=1;	0	0	0	0	0	0	0	0	0	3	19	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:15592:14609;size=1;	0	0	0	0	0	0	0	50	40	0	0	0	46	1	0	0
M02144:85:000000000-B48VY:1:1103:15683:3993;size=1;	0	0	0	13	3	0	0	0	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:16044:18777;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	7	9	0	0
M02144:85:000000000-B48VY:1:1103:16315:10890;size=1;	0	0	0	322	129	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:16401:9036;size=1;	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:16595:13573;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	24	3	0	0
M02144:85:000000000-B48VY:1:1103:16776:7706;size=1;	0	0	0	10	2	0	0	0	0	72	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:16823:9708;size=1;	0	0	0	43	67	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:17107:9590;size=1;	0	0	0	0	0	36	37	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:17132:20347;size=1;	0	0	0	14	5	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:17493:13553;size=7;	218	164	1	0	1	2	0	0	0	0	0	0	0	0	0	571
M02144:85:000000000-B48VY:1:1103:17693:9980;size=1;	0	0	0	0	0	0	0	5	8	0	0	0	0	7	0	0
M02144:85:000000000-B48VY:1:1103:17860:3947;size=1;	1	0	17	2	0	447	288	0	0	2	0	0	1	0	9	0
M02144:85:000000000-B48VY:1:1103:17881:20480;size=1;	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:18231:9779;size=1;	0	1	0	0	1	113	129	0	0	0	0	0	1	0	0	0
M02144:85:000000000-B48VY:1:1103:18614:20487;size=1;	0	0	0	0	0	0	0	69	62	0	0	0	63	1	0	0
M02144:85:000000000-B48VY:1:1103:18964:9399;size=1;	0	0	0	0	0	0	0	68	12	0	0	1	63	0	0	0
M02144:85:000000000-B48VY:1:1103:19070:5110;size=2;	0	0	0	2	0	0	0	12	17	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:19452:23796;size=1;	1	1	1	0	0	1	1	164	140	0	0	1	134	21	1	0
M02144:85:000000000-B48VY:1:1103:19475:24083;size=1;	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:19495:15441;size=1;	0	0	0	30	31	0	0	0	0	2	0	0	7	19	0	0
M02144:85:000000000-B48VY:1:1103:19563:22348;size=1;	0	21	0	2	0	10	0	0	3	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:19612:10135;size=1;	0	0	0	0	0	0	0	4	6	0	0	0	16	3	0	0
M02144:85:000000000-B48VY:1:1103:19663:13985;size=1;	0	0	0	531	166	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:19773:11192;size=1;	0	0	0	32	43	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:19838:16693;size=1;	0	0	0	1	0	0	0	15	19	0	0	0	1	1	0	0
M02144:85:000000000-B48VY:1:1103:20099:4656;size=1;	0	0	0	0	0	0	0	115	36	0	0	0	81	0	0	0
M02144:85:000000000-B48VY:1:1103:20153:12641;size=1;	0	0	0	7	37	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:20315:16185;size=1;	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0
M02144:85:000000000-B48VY:1:1103:20371:10571;size=1;	0	0	0	0	0	0	0	0	0	12	19	9	0	0	0	0
M02144:85:000000000-B48VY:1:1103:20489:6083;size=1;	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:21047:15788;size=1;	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:21056:6940;size=1;	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:21084:19639;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	11	52	0	0
M02144:85:000000000-B48VY:1:1103:21626:7131;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
M02144:85:000000000-B48VY:1:1103:21636:16736;size=1;	0	0	0	0	0	0	0	6	4	0	0	0	9	15	0	0
M02144:85:000000000-B48VY:1:1103:21802:11753;size=2;	0	0	0	0	0	3	0	34	18	0	0	0	0	0	0	2
M02144:85:000000000-B48VY:1:1103:22110:22962;size=1;	0	0	0	0	0	0	0	73	57	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:22251:21060;size=1;	0	0	0	0	0	0	0	39	33	0	0	0	1	0	0	0
M02144:85:000000000-B48VY:1:1103:22506:9863;size=1;	0	0	0	1	0	0	0	198	113	0	0	0	97	0	0	0
M02144:85:000000000-B48VY:1:1103:22555:17295;size=1;	0	0	0	0	0	0	0	41	13	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:22704:5124;size=1;	0	0	0	0	0	0	0	0	1	7	263	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:22766:13578;size=1;	0	0	0	50	76	0	0	0	0	0	0	0	0	0	0	2
M02144:85:000000000-B48VY:1:1103:22969:4038;size=1;	0	0	0	0	0	0	0	26	9	0	0	0	15	0	0	0
M02144:85:000000000-B48VY:1:1103:23320:3833;size=2;	0	0	0	1	0	0	0	1	0	1	2	0	18	209	0	0
M02144:85:000000000-B48VY:1:1103:23400:5138;size=1;	0	0	0	0	0	0	0	14	11	0	0	0	3	0	0	0
M02144:85:000000000-B48VY:1:1103:23541:11216;size=1;	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:2377:9716;size=1;	0	0	0	381	265	0	0	0	0	9	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:23833:14838;size=1;	0	0	0	8	4	0	0	0	0	4	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:23877:16675;size=1;	0	0	0	35	28	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:24824:11327;size=1;	0	1	0	137	69	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:24847:3714;size=1;	0	0	0	0	0	0	0	0	0	10	44	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:24860:17856;size=1;	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:24861:18916;size=1;	0	0	0	0	0	0	0	0	0	33	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:1103:24906:21780;size=1;	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:25008:13909;size=1;	0	0	1	0	2	2	0	1	0	0	0	610	0	0	0	0
M02144:85:000000000-B48VY:1:1103:25164:23530;size=1;	0	0	0	4	1	229	108	0	0	241	25	1191	0	0	1	0
M02144:85:000000000-B48VY:1:1103:25216:3130;size=1;	0	0	0	0	0	0	0	0	0	17	21	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:25265:8697;size=1;	0	0	0	0	0	0	0	40	72	0	0	0	1	1	0	0
M02144:85:000000000-B48VY:1:1103:25836:17252;size=1;	0	0	0	0	0	1	0	0	0	26	0	13	0	0	0	0
M02144:85:000000000-B48VY:1:1103:26464:20368;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0
M02144:85:000000000-B48VY:1:1103:26554:20531;size=1;	0	0	0	35	43	0	0	291	7	10	0	70	2	5	1	0
M02144:85:000000000-B48VY:1:1103:26875:10301;size=1;	0	0	0	84	38	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:27077:11992;size=1;	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:27313:18835;size=1;	0	0	0	6	2	40	63	40	55	0	0	0	1	1	0	2
M02144:85:000000000-B48VY:1:1103:27578:7186;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
M02144:85:000000000-B48VY:1:1103:28567:16974;size=1;	0	0	0	1	0	0	0	0	0	25	2	1	0	0	0	0
M02144:85:000000000-B48VY:1:1103:28817:9027;size=1;	0	0	0	3	2	6	1	2	0	0	0	12	0	0	13	0
M02144:85:000000000-B48VY:1:1103:4374:11958;size=1;	0	0	0	0	0	0	0	34	6	0	0	0	7	0	0	0
M02144:85:000000000-B48VY:1:1103:4421:8452;size=1;	0	0	0	0	0	0	0	23	28	0	0	0	5	1	0	0
M02144:85:000000000-B48VY:1:1103:4507:8126;size=1;	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:4628:10918;size=1;	0	0	0	0	0	0	0	13	8	0	0	0	28	15	0	0
M02144:85:000000000-B48VY:1:1103:4678:14828;size=1;	0	0	0	0	1	179	158	0	0	0	0	0	2	3	0	0
M02144:85:000000000-B48VY:1:1103:4806:19401;size=2;	0	0	0	62	16	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:4900:12993;size=1;	0	0	0	0	0	25	23	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:5082:19061;size=1;	0	0	0	13	2	0	1	0	0	1155	10	165	0	0	0	1
M02144:85:000000000-B48VY:1:1103:5621:20943;size=1;	0	0	0	0	0	50	35	1	0	0	0	0	0	0	1	0
M02144:85:000000000-B48VY:1:1103:5692:6295;size=1;	0	0	0	92	259	1	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:6017:15348;size=1;	0	0	0	0	0	9	7	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:6031:13880;size=1;	1	0	0	5	12	3	3	0	1	1538	1354	7148	0	0	3	0
M02144:85:000000000-B48VY:1:1103:7464:5737;size=1;	0	0	0	0	1	0	0	0	0	0	0	0	0	0	27	0
M02144:85:000000000-B48VY:1:1103:8183:10321;size=1;	0	0	0	23	5	21	7	16	22	0	3	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:8209:19592;size=1;	0	0	0	0	0	39	7	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:8759:21591;size=1;	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:8928:10517;size=1;	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0
M02144:85:000000000-B48VY:1:1103:8964:16264;size=1;	0	0	0	44	9	1	0	1	0	1111	1	327	0	0	1	0
M02144:85:000000000-B48VY:1:1103:9104:17534;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	14	18	0	0
M02144:85:000000000-B48VY:1:1103:9808:23523;size=1;	0	1	0	0	0	32	24	0	0	1	0	2	0	0	62	0
M02144:85:000000000-B48VY:1:1103:9930:9713;size=1;	1	0	0	0	0	0	0	204	123	0	0	2	326	5	0	0
M02144:85:000000000-B48VY:1:1104:10266:8201;size=1;	0	0	0	65	17	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1104:10458:10079;size=1;	0	0	0	0	0	0	0	246	56	0	0	1	4	0	0	0
M02144:85:000000000-B48VY:1:1104:10652:18755;size=1;	0	0	0	13	9	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1104:10927:1868;size=1;	0	0	0	0	0	43	0	0	0	0	0	2	0	0	0	0
M02144:85:000000000-B48VY:1:1104:11172:3681;size=1;	0	0	0	3	1	0	0	0	0	101	1	5	0	0	0	0
M02144:85:000000000-B48VY:1:1104:11633:19575;size=1;	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:1104:11826:1556;size=1;	0	0	0	2	1	0	0	0	0	8	7	2	0	0	0	0
M02144:85:000000000-B48VY:1:1104:11853:11939;size=2;	217	0	0	10	4	114	49	1	2	4	28	52	0	0	0	1
M02144:85:000000000-B48VY:1:1104:11985:8306;size=1;	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1104:12192:10965;size=1;	0	0	0	0	0	0	0	21	19	0	0	1	66	73	0	0
M02144:85:000000000-B48VY:1:1104:12356:21079;size=1;	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0
M02144:85:000000000-B48VY:1:1104:12745:5703;size=1;	0	0	0	0	0	0	0	15	5	0	0	0	88	32	0	0
M02144:85:000000000-B48VY:1:1104:12768:10041;size=1;	0	0	0	0	0	0	0	0	0	2	18	0	0	0	1	0
M02144:85:000000000-B48VY:1:1104:12893:14509;size=1;	0	0	0	27	22	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1104:13167:14105;size=1;	0	0	0	31	51	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1104:13543:16473;size=1;	0	0	0	0	0	0	0	0	0	27	0	18	0	0	0	0
M02144:85:000000000-B48VY:1:1104:13774:17902;size=1;	0	0	0	0	0	0	0	0	0	5	63	1	0	0	0	0
M02144:85:000000000-B48VY:1:1104:13831:14710;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0
M02144:85:000000000-B48VY:1:1104:13931:22507;size=2;	0	0	0	115	22	0	0	0	0	7	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1104:14542:13948;size=1;	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1104:14703:7123;size=1;	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1104:14841:9233;size=1;	0	0	0	0	0	0	0	14	11	0	0	0	1	0	0	0
M02144:85:000000000-B48VY:1:1104:14899:20789;size=1;	0	0	0	0	0	0	0	17	5	0	0	0	39	3	0	0
M02144:85:000000000-B48VY:1:1104:14975:8608;size=1;	0	0	0	38	29	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1104:15046:23966;size=1;	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1104:15051:8434;size=1;	0	1	0	0	0	142	119	0	1	0	0	0	0	1	0	0
M02144:85:000000000-B48VY:1:1104:15287:16396;size=1;	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1104:15576:13904;size=1;	0	0	0	0	0	0	0	0	0	111	3	1	0	0	0	0
M02144:85:000000000-B48VY:1:1104:15593:16755;size=1;	0	0	0	109	75	0	0	1	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1104:15932:18297;size=1;	0	0	0	0	0	60	39	0	0	0	0	2	0	1	1	0
M02144:85:000000000-B48VY:1:1104:16159:3404;size=1;	1	0	8	0	1	1	1	368	392	0	1	3	347	83	0	0
M02144:85:000000000-B48VY:1:1104:16206:20694;size=1;	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:1104:17139:9762;size=1;	0	0	0	0	0	6	0	0	0	0	0	5	0	0	0	0
M02144:85:000000000-B48VY:1:1104:17199:7537;size=1;	0	0	0	2	1	0	0	1	0	5	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1104:17246:22858;size=1;	0	0	0	0	0	0	0	9	3	0	0	0	13	0	0	0
M02144:85:000000000-B48VY:1:1104:17290:16049;size=1;	0	0	0	331	189	0	0	0	0	0	0	0	0	1	0	0
M02144:85:000000000-B48VY:1:1104:17722:9771;size=1;	0	0	0	0	0	0	0	162	144	0	0	0	6	3	0	0
M02144:85:000000000-B48VY:1:1104:17761:11937;size=1;	0	0	0	0	1	141	96	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1104:17859:9007;size=1;	0	0	0	3	2	0	0	0	0	127	0	20	1	0	0	0
M02144:85:000000000-B48VY:1:1104:17983:14414;size=1;	0	0	0	0	0	63	71	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1104:18047:6542;size=1;	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1104:18048:21405;size=1;	0	0	0	2	5	0	0	0	0	27	46	12	0	0	0	0
M02144:85:000000000-B48VY:1:1104:18278:10277;size=1;	0	0	0	92	26	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1104:18536:21492;size=1;	0	0	0	2	0	305	1	0	0	0	0	0	0	0	0	1
M02144:85:000000000-B48VY:1:1104:18955:13683;size=1;	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
M02144:85:000000000-B48VY:1:1104:18991:12739;size=1;	0	0	0	119	76	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1104:19050:8128;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M02144:85:000000000-B48VY:1:1104:19240:7129;size=1;	0	0	0	0	0	41	0	0	0	0	0	0	0	3	0	0
M02144:85:000000000-B48VY:1:1104:19393:21264;size=1;	1	0	0	244	181	0	0	0	0	0	0	0	0	0	0	1
M02144:85:000000000-B48VY:1:1104:19745:11529;size=1;	0	0	0	51	84	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1104:19905:7162;size=1;	1	0	0	0	0	0	0	0	0	0	0	0	23	15	0	0
M02144:85:000000000-B48VY:1:1104:19914:22425;size=1;	0	1	0	0	0	1	0	0	0	810	4	20	0	0	0	0
M02144:85:000000000-B48VY:1:1104:20185:4709;size=1;	0	0	0	138	51	0	0	0	0	32	1	0	0	0	0	0
M02144:85:000000000-B48VY:1:1104:20214:21742;size=2;	0	0	0	0	0	0	0	12	10	0	0	0	44	52	0	0
M02144:85:000000000-B48VY:1:1104:20396:13346;size=1;	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1104:20685:15998;size=1;	0	0	0	52	103	0	0	0	0	0	0	0	0	0	0	2
M02144:85:000000000-B48VY:1:1104:20727:18820;size=1;	0	0	0	1	1	0	0	0	1	192	2	23	0	0	0	1
M02144:85:000000000-B48VY:1:1104:20851:12754;size=1;	0	0	0	30	20	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1104:20905:4096;size=1;	0	0	0	0	0	0	0	10	8	0	0	3	282	8	0	0
M02144:85:000000000-B48VY:1:1104:21185:6659;size=1;	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:1104:21208:22944;size=1;	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	0
M02144:85:000000000-B48VY:1:1104:21280:6190;size=1;	0	0	0	0	1	0	0	0	0	140	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1104:21420:7331;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	8	50	0	0
M02144:85:000000000-B48VY:1:1104:21482:1593;size=1;	0	0	0	0	0	0	0	0	0	45	61	0	0	1	0	0
M02144:85:000000000-B48VY:1:1104:21552:1511;size=1;	0	0	0	239	36	0	0	0	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1104:21723:7239;size=1;	2	0	0	0	1	0	0	85	104	0	0	2	72	0	0	0
M02144:85:000000000-B48VY:1:1104:21737:22029;size=1;	0	0	0	0	0	0	0	10	7	0	0	0	2	0	0	0
M02144:85:000000000-B48VY:1:1104:21810:19573;size=1;	0	0	0	167	65	0	0	0	0	3	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1104:21852:22610;size=1;	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1104:22249:17597;size=1;	1	0	0	0	1	0	0	133	147	3	31	80	63	505	0	0
M02144:85:000000000-B48VY:1:1104:22372:10710;size=1;	0	0	0	0	0	0	0	69	12	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1104:22710:12584;size=1;	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1104:22760:9788;size=1;	0	0	0	0	0	14	10	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1104:22783:17391;size=1;	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1104:22803:19674;size=1;	0	0	0	3	0	0	0	0	1	0	0	1	1	9	0	0
M02144:85:000000000-B48VY:1:1104:22884:11621;size=1;	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
M02144:85:000000000-B48VY:1:1104:23143:2851;size=1;	0	0	0	82	61	0	0	0	0	176	5	14	0	7	0	0
M02144:85:000000000-B48VY:1:1104:23164:15636;size=1;	0	0	0	0	0	0	0	6	4	0	0	0	4	24	0	0
M02144:85:000000000-B48VY:1:1104:23438:24581;size=1;	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1104:23626:21423;size=1;	8	2	1	7	5	3	3	13765	9520	1	7	121	27190	666	4	4
M02144:85:000000000-B48VY:1:1104:23893:21975;size=1;	0	0	0	0	0	0	0	0	0	120	2	4	0	0	0	0
M02144:85:000000000-B48VY:1:1104:23896:8353;size=1;	0	0	0	0	1	0	0	3	7	0	0	0	21	1	0	0
M02144:85:000000000-B48VY:1:1104:23953:13442;size=1;	4	5	37	5	1	6	6	7530	7677	1	7	16	1572	289	6	1
M02144:85:000000000-B48VY:1:1104:24070:14899;size=1;	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1104:24121:13706;size=1;	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1104:24359:16853;size=1;	0	0	0	0	0	0	0	1	0	0	0	0	53	1	0	0
M02144:85:000000000-B48VY:1:1104:24953:14364;size=1;	0	0	0	0	0	0	0	0	0	16	0	11	0	0	0	0
M02144:85:000000000-B48VY:1:1104:25012:11182;size=1;	2	3	2	10752	6781	6	0	4	5	360	20	40	4	3	2	1
M02144:85:000000000-B48VY:1:1104:25150:7087;size=1;	0	0	0	0	0	0	0	23	13	0	1	1	86	22	0	0
M02144:85:000000000-B48VY:1:1104:25167:16798;size=1;	0	0	0	27	13	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1104:25301:16173;size=2;	0	0	0	224	118	0	0	0	0	0	1	2	0	0	0	0
M02144:85:000000000-B48VY:1:1104:25314:14229;size=1;	0	0	0	1	8	3	1	0	0	55	90	49	0	0	0	0
M02144:85:000000000-B48VY:1:1104:25533:9004;size=1;	0	0	0	0	1	24	17	0	0	1	0	3	1	44	0	0
M02144:85:000000000-B48VY:1:1104:25600:7446;size=1;	1	0	0	21	8	2	1	2	0	2374	6	434	0	2	2	1
M02144:85:000000000-B48VY:1:1104:25661:4444;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
M02144:85:000000000-B48VY:1:1104:26035:6047;size=1;	0	0	0	0	0	0	0	48	27	0	0	0	19	1	0	0
M02144:85:000000000-B48VY:1:1104:26162:19191;size=1;	0	0	0	40	18	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:1104:26532:8005;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
M02144:85:000000000-B48VY:1:1104:26534:13191;size=1;	2	1	8	2	5	456	479	0	2	7	2	50	3	0	1190	14
M02144:85:000000000-B48VY:1:1104:27991:12834;size=2;	0	0	0	0	0	0	1	0	0	58	90	0	0	0	0	0
M02144:85:000000000-B48VY:1:1104:28001:17968;size=2;	1	0	0	0	1	13	19	1	0	5	0	4	0	0	191	0
M02144:85:000000000-B48VY:1:1104:28444:9528;size=1;	0	0	0	0	0	0	1	382	262	0	0	2	512	2	0	0
M02144:85:000000000-B48VY:1:1104:3500:10642;size=1;	0	0	0	0	0	0	0	201	107	0	0	0	124	2	0	0
